Record Length,2500,Points,-51.00000E-3,156.00000E-3,
Sample Interval,40.00000E-6,s,-50.96000E-3,152.00001E-3,
Trigger Point,1.2750E3,Samples,-50.92000E-3,156.00000E-3,
,,,-50.88000E-3,154.00001E-3,
,,,-50.84000E-3,156.00000E-3,
,,,-50.80000E-3,154.00001E-3,
Source,CH1,,-50.76000E-3,154.00001E-3,
Vertical Units,Volts,,-50.72000E-3,156.00000E-3,
Vertical Scale,51.19531E-3,,-50.68000E-3,156.00000E-3,
Vertical Offset,0,,-50.64000E-3,154.00001E-3,
Horizontal Units,s,,-50.60000E-3,150.00001E-3,
Horizontal Scale,10.00000E-3,,-50.56000E-3,158.00001E-3,
Pt Fmt,Y,,-50.52000E-3,154.00001E-3,
Yzero,156.26431E-3,,-50.48000E-3,154.00001E-3,
Probe Atten,10.0000,,-50.44000E-3,156.00000E-3,
,,,-50.40000E-3,148.0000E-3,
Note,TDS 2012 - 4:59:39 PM   4/25/2022,,-50.36000E-3,146.0000E-3,
,,,-50.32000E-3,156.00000E-3,
,,,-50.28000E-3,156.00000E-3,
,,,-50.24000E-3,154.00001E-3,
,,,-50.20000E-3,156.00000E-3,
,,,-50.16000E-3,156.00000E-3,
,,,-50.12000E-3,152.00001E-3,
,,,-50.08000E-3,148.0000E-3,
,,,-50.04000E-3,152.00001E-3,
,,,-50.00000E-3,150.00001E-3,
,,,-49.96000E-3,156.00000E-3,
,,,-49.92000E-3,152.00001E-3,
,,,-49.88000E-3,156.00000E-3,
,,,-49.84000E-3,154.00001E-3,
,,,-49.80000E-3,154.00001E-3,
,,,-49.76000E-3,156.00000E-3,
,,,-49.72000E-3,148.0000E-3,
,,,-49.68000E-3,148.0000E-3,
,,,-49.64000E-3,150.00001E-3,
,,,-49.60000E-3,150.00001E-3,
,,,-49.56000E-3,152.00001E-3,
,,,-49.52000E-3,144.0000E-3,
,,,-49.48000E-3,140.0000E-3,
,,,-49.44000E-3,148.0000E-3,
,,,-49.40000E-3,144.0000E-3,
,,,-49.36000E-3,150.00001E-3,
,,,-49.32000E-3,146.0000E-3,
,,,-49.28000E-3,142.0000E-3,
,,,-49.24000E-3,138.0000E-3,
,,,-49.20000E-3,138.0000E-3,
,,,-49.16000E-3,142.0000E-3,
,,,-49.12000E-3,140.0000E-3,
,,,-49.08000E-3,136.0000E-3,
,,,-49.04000E-3,134.0000E-3,
,,,-49.00000E-3,132.0000E-3,
,,,-48.96000E-3,130.0000E-3,
,,,-48.92000E-3,136.0000E-3,
,,,-48.88000E-3,130.0000E-3,
,,,-48.84000E-3,132.0000E-3,
,,,-48.80000E-3,132.0000E-3,
,,,-48.76000E-3,132.0000E-3,
,,,-48.72000E-3,132.0000E-3,
,,,-48.68000E-3,130.0000E-3,
,,,-48.64000E-3,128.0000E-3,
,,,-48.60000E-3,130.0000E-3,
,,,-48.56000E-3,126.0000E-3,
,,,-48.52000E-3,130.0000E-3,
